row_number,quarter,date_received_by_gmc,entity_department,project_description,supplier_service_provider,value_of_deviation,reason_for_deviation,award_by_ao_aa_date,contract_start_date,contract_expiry,status,award_by_ao_aa_date,contract_start_date,contract_expiry,status,supported,rollover_or_new
96,Q4 2022/23,2023/02/02,"South African National Parks
(SANParks)",Appointment of Radio NFM NPC,Radio NFM NPC,"R5 000,00",Single Source,2023/01/05,Once Off,Once Off,,2023/01/05,Once Off,Once Off,,Within AA/AO mandate Noting,New
97,Q4 2022/23,2023/02/02,"South African National Parks
(SANParks)",Vacancy advert,Media24- NoordKaap Bulletin,"R5 152,00",Single Source,2023/01/17,Once Off,Once Off,,2023/01/17,Once Off,Once Off,,Within AA/AO mandate Noting,New
98,Q4 2022/23,2023/02/02,"South African National Parks
(SANParks)",Vacancy advert,Noordwes Koerante t/a Die Gemsbok,"R3 312,00",Single Source,2023/01/17,Once Off,Once Off,,2023/01/17,Once Off,Once Off,,Within AA/AO mandate Noting,New
99,Q4 2022/23,2023/02/02,"South African National Parks
(SANParks)",Vacancy advert,Media24- NoordKaap Bulletin,"R5 152,00",Single Source,2023/01/17,Once Off,Once Off,,2023/01/17,Once Off,Once Off,,Within AA/AO mandate Noting,New
100,Q4 2022/23,2023/02/02,"South African National Parks
(SANParks)",Vacancy Advert,Media24 - Die Burger,"R19 780,00",Single Source,2023/01/18,Once Off,Once Off,,2023/01/18,Once Off,Once Off,,Within AA/AO mandate Noting,New
101,Q4 2022/23,2023/02/02,"South African National Parks
(SANParks)",Appointment of Radio NFM 98.1,Radio NFM 98.1,"R7 172,55",Single Source,2023/01/19,Once Off,Once Off,,2023/01/19,Once Off,Once Off,,Within AA/AO mandate Noting,New
102,Q4 2022/23,2023/02/02,"South African National Parks
(SANParks) Appoin",tment of Die Plattelander & Namakwa D,rukkeDryie Plattelander & Namakwa Drukkery,"R3 242,53",Single Source,2023/01/19,Once Off,Once Off,,2023/01/19,Once Off,Once Off,,Within AA/AO mandate Noting,New
103,Q4 2022/23,2023/02/02,"South African National Parks
(SANParks)",Accredited Skippers Training,Wes See Konstruksie,"R20 000,00",Single Source,2023/01/25,Once Off,Once Off,,2023/01/25,Once Off,Once Off,,Within AA/AO mandate Noting,New
104,Q4 2022/23,2023/02/07,South African Tourism,TQIT system enhancement,OTB advisory service advisory,"R1 437 500,00",Single Source,2023/01/31,Not Stated,Not Stated,,2023/01/31,Not Stated,Not Stated,,Within AA/AO mandate Noting,New
105,Q4 2022/23,2023/02/07,South African Tourism,ITB Berlin 2023 participation fee,Messe Berlin,"R1 223 453,50",Sole Supplier,2023/02/01,2023/03/07,2023/03/09,,2023/02/01,2023/03/07,2023/03/09,,Within AA/AO mandate Noting,New
106,Q4 2022/23,2023/02/07,South African Tourism,LadiceS CAIirAcEle B Inidte srunpaptioorntal-Bid,"South African Institute for Agricultural
Engineers","R155 000,00",Sole Supplier,2023/02/03,Not Stated,Not Stated,,2023/02/03,Not Stated,Not Stated,,Within AA/AO mandate Noting,New
107,Q4 2022/23,2023/02/07,South African Tourism,Support,Millennium Travel,"R150 000,00",Sole Supplier,2023/02/03,Not Stated,Not Stated,,2023/02/03,Not Stated,Not Stated,,Within AA/AO mandate Noting,New
108,Q4 2022/23,2023/02/14,"South African Qualifications Authority
(SAQA)","Procurement of Caseware Training
Services",Adapt IT,"R30 854,96",Sole Supplier,2023/01/31,Once Off,Once Off,,2023/01/31,Once Off,Once Off,,Within AA/AO mandate Noting,New
109,Q4 2022/23,2023/02/14,"Wholesale and Retail Sector Education
and Training Authority
(W&RSETA)SETA",Teammate Licence Renewal,"Wolter Kluwer Tax and Accounting South
Africa","R79 310,54",Sole Supplier,2023/02/10,Once Off,Once Off,,2023/02/10,Once Off,Once Off,,Within AA/AO mandate Noting,New
110,Q4 2022/23,2023/02/16,"Human Sciences Research Council
(HSRC)","Purchase 20 copies of Covid and
Custom book",Sabinet Online (Pty) Ltd,"R22 973,54",Sole Supplier,2023/02/10,2023/01/01,2023/12/31,,2023/02/10,2023/01/01,2023/12/31,,Within AA/AO mandate Noting,New
111,Q4 2022/23,2023/02/16,"Human Sciences Research Council
(HSRC)",Women Rise project,Walter Sisulu University,"R400 000,00",Sole source: SA FPuonwdeerr' sis S tpheec isfiocle owner the,2023/02/15,2023/02/15,Once Off,,2023/02/15,2023/02/15,Once Off,,Within AA/AO mandate Noting,New
112,Q4 2022/23,2023/02/14,National Research Foundation (NRF),Lanze control equipment,SA Power Services,"R2 040,10","Lenze equipment cannot be replaced with any
oStohleer Sboraunrdce: ACE Solutions is the exclusive",2023/02/03,Once Off,Once Off,,2023/02/03,Once Off,Once Off,,Within AA/AO mandate Noting,New
113,Q4 2022/23,2023/02/14,National Research Foundation (NRF),WinQs Services,Advanced Cost Engineering Solutions,"R5 727,00","agent for the WinQS Software thus far. The
WinQs software licenses needs to be renewed
annually, as it is currently being used for MeeKAT
and SKA1 projects.",2023/02/06,Once Off,Once Off,,2023/02/06,Once Off,Once Off,,Within AA/AO mandate Noting,New
114,Q4 2022/23,2023/02/14,National Research Foundation (NRF),"Supply of Conical Column Reservoirs
ABX",ABX Advanced Biochemical Compounds.,"R5 637,24","Sole Source: ABX Advanced Biochemical
Compounds. is the exclusive sole supplier of the
CSionngiclea lS Cooulurcmen: CR eSsteerivnowire g1 0Lmogl.istics was",2023/02/08,Once Off,Once Off,,2023/02/08,Once Off,Once Off,,Within AA/AO mandate Noting,New
115,Q4 2022/23,2023/02/14,National Research Foundation (NRF),Airline storage fee,C Steinweg Logistics,"R8 797,50","appointed to assist with customs cleararance for
shipment that was recieved from Foreign based
supplier. C Steinweg Logistics indicated that there
were delays in clearing the items and there were
airline storage fees incurred. C Steinweg Logistics
will pay for the storage fees and iThemba LABS
will refund them.",2023/02/06,Once Off,Once Off,,2023/02/06,Once Off,Once Off,,Within AA/AO mandate Noting,New
116,Q4 2022/23,2023/02/14,National Research Foundation (NRF),"Repair services and relocation of a fan
in Cleanroom 3 of the Nuclear
Medicine Department",Vivid Air,"R30 705,00","systems of the cleanrooms in Nuclear Medicine
Department (NMD) took place during April - May
2021 with work executed by the company ESCO
Technologies. At the same time, the company
Vivid Air was on site at NMD for the installation of
biological safety cabinets in the cleanrooms.During
execution of the works, the project manager
requested Vivid Air to perform emergency repairs
to a fan that had failed in the ventilation system of
cleanroom 3 as well as to relocate a working fan
from another cleanroom in order to complete the
works in time for radiopharmaceutical production
aEcmtiveirtigeesc tyo: rTehsue mgeen oenr attimore f aaitle NdM toD s. tart as",2023/02/07,Once Off,Once Off,,2023/02/07,Once Off,Once Off,,Within AA/AO mandate Noting,New
117,Q4 2022/23,2023/02/14,National Research Foundation (NRF),"The generator failed to start as
frequency of loading shedding had
increased",Devcopower Solutions,"R6 747,57","frequency of loading shedding had increased. The
generator had to be started manually by the
supervisor. Due to the national energy crisis South
Africa is experiencing we rely on the generator to
main supply of energy to the site.Down time due to
the generator could cause operations to halt
resulting in loss of data, resources and limiting
research capabilities within SAAO.",2023/02/13,Once Off,Once Off,,2023/02/13,Once Off,Once Off,,Within AA/AO mandate Noting,New
118,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)","The repairment of the Studio 11
Ikegami Camera",Harambe Technologies Pty Ltd,"R52 605,34",Single Source,2022/11/02,Once Off,Once Off,,2022/11/02,Once Off,Once Off,,Within AA/AO mandate Noting,New
119,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)","Supply, installation and repairment of
all York Centrifugal Chillers for the
SABC Auckland Park, TV Campus",Million-Air Services Carletonville (Pty) Ltd,"R0,00",Single Source,2022/11/30,2022/11/30,2023/03/31,,2022/11/30,2022/11/30,2023/03/31,,Within AA/AO mandate Noting,New
120,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)","News and Current Affairs Office
space",Johannesburg Stock Exchange (JSE),"R700 306,43",Impracticality,2022/10/10,2022/11/04,2025/06/30,,2022/10/10,2022/11/04,2025/06/30,,Within AA/AO mandate Noting,New
121,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)","Managed Services for SABC plus
OTT product",Discovery Digital (Pty) Ltd,"R57 000 000,00",Single Source,2022/11/15,2022/11/15,2023/10/16,,2022/11/15,2022/11/15,2023/10/16,,Within AA/AO mandate Noting,New
122,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)","FNB Stadium Suite Activations and
Branding",SAIL Rights Commercialisation (Pty) Ltd,"R0,00",Sole Source,2022/11/11,2022/11/12,2023/11/12,,2022/11/11,2022/11/12,2023/11/12,,Within AA/AO mandate Noting,New
123,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)","Various client experiential activations
in the Eastern Cape",Legends Gaming Promotions (Pty) Ltd,"R100 000,00",Sole Source,2022/11/23,2022/11/25,2022/11/27,,2022/11/23,2022/11/25,2022/11/27,,Within AA/AO mandate Noting,New
124,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)","Provision of Competency Assessment
to enable Talent Management",TMS Development International Limited,"R124 844,63",Single Source,2022/11/25,2022/11/28,2022/11/29,,2022/11/25,2022/11/28,2022/11/29,,Within AA/AO mandate Noting,New
125,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)","Provision of Competency Assessment
to enable Talent Management",JVR Psychometrics,"R87 498,90",Single Source,2022/11/25,2022/11/28,2022/11/29,,2022/11/25,2022/11/28,2022/11/29,,Within AA/AO mandate Noting,New
126,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)",Off TeRcehcnriucaitml Feenetd p Slaetfrovrimcess from,Media24 (Career24),"R304 750,00",Single Source,2022/10/10,2022/10/10,2027/10/09,,2022/10/10,2022/10/10,2027/10/09,,Within AA/AO mandate Noting,New
127,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)","SAFA to procure the Live Match
between Australia and Banyana
Banyan",SAFA (South African Football Association),"R240 450,00",Single Source,2022/10/07,2022/10/08,2022/10/08,,2022/10/07,2022/10/08,2022/10/08,,Within AA/AO mandate Noting,New
128,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)","Purchase of Radio Awards 2022
Ceremony tickets",Arena Holdings Pty Ltd,"R23 897,00",Single Source,2022/10/13,2022/11/26,2022/11/26,,2022/10/13,2022/11/26,2022/11/26,,Within AA/AO mandate Noting,New
129,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)",To IhTo sdtis tahset eFrI FreAc oWveorryld s Ceruvpic Qesatar,Kyndryl (Pty) Limited,"R1 683 157,83",Single Source,2022/12/20,2023/01/01,2023/10/31,,2022/12/20,2023/01/01,2023/10/31,,Within AA/AO mandate Noting,New
130,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)","2022 technical match feed and FIFA
MAX server",Host Broadcasting Services (HBS),"R2 250 826,01",Sole Source,2022/10/10,2022/11/21,2022/12/18,,2022/10/10,2022/11/21,2022/12/18,,Within AA/AO mandate Noting,New
131,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)","Provision of Architectural service for
refurbishment of toilets, bathrooms
and kitchens",ST Nubia Architects,"R306 032,37",Single Source,2022-12-13,2022-12-13,Until project completion,,2022-12-13,2022-12-13,Until project completion,,Within AA/AO mandate Noting,New
132,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)","Maintain Remrad system linkage to
Polokwane Municipality",Sysman Public Safety System (Pty) Ltd,"R129 973,79",Sole Source,2022/10/16,2022/11/01,2027/10/31,,2022/10/16,2022/11/01,2027/10/31,,Within AA/AO mandate Noting,New
133,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)","SABC Sales Brand Activation &
Experiential (Summer Content)","TTG Commutations Group (Pty) Ltd T/A
TwoTone Global (Pty) Ltd","R1 556 957,40",Single Source,2022/10/27,2022/11/01,2022/11/01,,2022/10/27,2022/11/01,2022/11/01,,Within AA/AO mandate Noting,New
134,Q4 2022/23,2023/02/15,"South African Broadcasting Corporation
SOC Limited (SABC)",Catering Services,Tzaneen Country Lodge,"R399 750,00",Urgency,2022/11/04,2022/11/04,2022/11/05,,2022/11/04,2022/11/04,2022/11/05,,Within AA/AO mandate Noting,New
135,Q4 2022/23,2023/02/28,"Pan South African Language Board
(PanSALB)",Forch Communications & Projects,Forch Communications & Projects,"R4 500,00",Procurement occurs in an emergency and urgent case,2022/12/05,2022/12/05,2022/12/09,,2022/12/05,2022/12/05,2022/12/09,,Within AA/AO mandate Noting,New
136,Q4 2022/23,2023/02/28,"Pan South African Language Board
(PanSALB)","National Lexicography Units
Dictionaries",South African National Lexicography Units,"R52 625,00",Limited Bidding,2023/02/16,2023/02/17,2023/02/24,,2023/02/16,2023/02/17,2023/02/24,,Within AA/AO mandate Noting,New
137,Q4 2022/23,2023/02/28,"Pan South African Language Board
(PanSALB)",Training for CEO,Tuscan Mood 1014,"R34 958,58",Sole Source: WaLtimsoitne dM Baidrldoiwng Fluid Technology,2023/02/28,2023/03/09,2023/03/11,,2023/02/28,2023/03/09,2023/03/11,,Within AA/AO mandate Noting,New
138,Q4 2022/23,2023/02/27,National Research Foundation (NRF),"Procurement of peristaltic tubing from
Watson Marlow Bredel SA Pty Ltd",Watson Marlow Bredel SA,"R39 617,50","Group is the manufacturer of the items, which
makes the sole supplier of the manifold tubing in
South Africa.",2023/02/15,Once Off,Once Off,,2023/02/15,Once Off,Once Off,,Within AA/AO mandate Noting,New
139,Q4 2022/23,2023/02/27,National Research Foundation (NRF),"Pre-production printed circuit boards
using the halogen free material
procured through ICAPE Trax
Interconnect.",ICAPE Trax,"R8 797,50","Single Source:This procurement is specialized
and requires special handling of tools as well as
automated machining for fabrication. ICAPE Trax
is the only South African company that has been
certified to deliver as per the very high
specifications of CERN. It will set the organisation
back with hours and funding to start the process
from scratch with another service provider due to
the Specialised nature of the automated machining
fabrication that is required.",2023/02/14,Once Off,Once Off,,2023/02/14,Once Off,Once Off,,Within AA/AO mandate Noting,New
140,Q4 2022/23,2023/02/27,National Research Foundation (NRF),"Procurent of annual subscriptions for
bot, Monthly Index of Medical
Specialities and the MDR
The p u(MrpIoMsSe i-s D toe srek qRueefsetr anpepcreo)v al to",Arena Holdings,"R2 998,15","Sole Source: Arena Holdings is the Sole
distributor in distrubuting the relevat publications
which are crucial to the Radiopharmaceutical
Manufacturing division.",2023/02/17,Once Off,Once Off,,2023/02/17,Once Off,Once Off,,Within AA/AO mandate Noting,New
141,Q4 2022/23,2023/02/27,National Research Foundation (NRF),"deviate from NRF Goods and Services
policy for the replacement of
The pumricchroacshea onfn Seol uctohil sA.frican",Apollo Air,"R94 398,22","Sole Source: Only one quotation was sourced as
Apollo Air is the Sole supplier of the replacement of
the equipment.",2023/02/16,Once Off,Once Off,,2023/02/16,Once Off,Once Off,,Within AA/AO mandate Noting,New
142,Q4 2022/23,2023/02/27,National Research Foundation (NRF),"Weather Service (SAWS) data from
two stations: Station 1: PRINS
ALBERT - SWARTRIVIER (0048010
5), and Station 2: Description:
PRINCE ALBERT – TNK (0048043
2). These weather data are to be used
for research purposes in order to
understand the changes in the
endemic, red-listed succulent plant
Bijlia dilitata is a red-listed succulent",South African Weather Service,"R3 700,00","Sole Supplier: The weather data is generated by
the SAWS weather stations and therefore has to
be
procured directly from SAWS",2023/02/14,2023/02/15,2023/08/15,,2023/02/14,2023/02/15,2023/08/15,,Within AA/AO mandate Noting,New
143,Q4 2022/23,2023/02/27,National Research Foundation (NRF),"the air conditioner in the server room
as was blowing hot air., the air
conditioner needs to be operating 24
hours a day because the computer
equipment produces a lot of heat,
which can damage the expensive IT
infrastructure",Multiminds 186 cc t/a Cooling Solutions,"R1 311,75","Emergency :The air conditioner needs to be
operating 24 hours a day because the computer
equipment produces a lot of heat, which can
Singdalem Saogue rtchee: ePxrpoemnsoilvaeb I(TP tiny)fr Latsdtr turcatduinreg as",2023/02/14,2023/02/14,2023/02/15,,2023/02/14,2023/02/14,2023/02/15,,Within AA/AO mandate Noting,New
144,Q4 2022/23,2023/02/27,National Research Foundation (NRF),"Supply and delivery of illumina miseq
reagents and annual preventative
maintenance of the miseq sequencer
for a period of 5 years.",Promolab (Pty) Ltd T/A Separations,"R6 554 635,00","Separations is the authorised distributor in
Southern Africa that can supply the Illumina
reagents required for NGS on the
MiSeq.Separations have the only certified Illumina
application specialist (i.e. technicians who are
qualified to service the MiSeq) in South Africa.
Illumina is the only manufacturer of MiSeq
reagents and Separations is the only supplier of
Illumina products and technical support in",2023/02/21,2023/03/01,2028/04/30,,2023/02/21,2023/03/01,2028/04/30,,Within AA/AO mandate Noting,New
