row_number,quarter,date_received_by_gmc,entity_department,project_description,supplier_service_provider,value_of_deviation,reason_for_deviation,award_by_ao_aa_date,contract_start_date,contract_expiry,status,award_by_ao_aa_date,contract_start_date,contract_expiry,status,supported,rollover_or_new
87,Q2 2024/25,2024/06/28,Eskom Holdings SOC Ltd,"Refurbishment, repair, and provision of the OEM spares to the boiler water circulation pumps
(BWCP) for Kusile",KSB Pumps and Valves (Pty) Ltd,"R619 526 750,71",Sole Source,2024/05/01,2024/06/13,2034/05/31,Reported,2024/05/01,2024/06/13,2034/05/31,Reported,,
88,Q2 2024/25,2024/06/28,Eskom Holdings SOC Ltd,"Refurbishment, repair, and provision of the OEM spares to the boiler water circulation pumps
(BWCP) for Matimba",KSB Pumps and Valves (Pty) Ltd,"R619 526 750,71",Sole Source,2024/05/01,2024/06/13,2034/05/31,Reported,2024/05/01,2024/06/13,2034/05/31,Reported,,
89,Q2 2024/25,2024/06/28,Eskom Holdings SOC Ltd,"Manufacture and supply of new ID Fan Impellers, repairs of Shafts and refurbishment of Impellers",Howden Africa (Pty) Ltd,"R71 627 198,79",Sole Source,2024/05/20,2024/06/10,2025/02/28,Reported,2024/05/20,2024/06/10,2025/02/28,Reported,,
90,Q2 2024/25,2024/06/28,Eskom Holdings SOC Ltd,Supply and Deliver 10-ton forklift at Komati Power Station,Mudzi Palfinger Southern Africa,"R6 228 214,07",Urgent Procurement,2024/06/06,2024/06/06,2024/06/06,Reported,2024/06/06,2024/06/06,2024/06/06,Reported,,
91,Q2 2024/25,2024/06/28,Eskom Holdings SOC Ltd,PJFF,Scibotron,"R6 228 214,07",Urgent Procurement,2024/05/31,2024/05/31,2024/05/31,Reported,2024/05/31,2024/05/31,2024/05/31,Reported,,
92,Q2 2024/25,2024/06/28,Eskom Holdings SOC Ltd,To service and repair 4 off electric,Ingersoll-Rand Company South Africa,"R136 489,31",Sole Source,2024/06/03,Not Stated,Not Stated,Reported,2024/06/03,Not Stated,Not Stated,Reported,,
93,Q2 2024/25,2024/06/28,Eskom Holdings SOC Ltd,Guide: Compressor Guide Vane Assy General,Ingersoll-Rand Company South Africa,"R1 019 302,50",Sole Source,2024/06/03,Not Stated,Not Stated,Reported,2024/06/03,Not Stated,Not Stated,Reported,,
94,Q2 2024/25,2024/06/28,Eskom Holdings SOC Ltd,Supply and deliver of O rings.,John Crane,"R40 833,28",Sole Source,2024/04/29,2024/05/17,2024/07/23,Reported,2024/04/29,2024/05/17,2024/07/23,Reported,,
95,Q2 2024/25,2024/06/25,Eskom Holdings SOC Ltd,Vacuum Truck Rental,Agrivah D Investments,"R6 228 214,07",Urgent Procurement,2024/06/07,2024/06/07,2024/10/08,Reported,2024/06/07,2024/06/07,2024/10/08,Reported,,
96,Q2 2024/25,2024/07/05,National Lotteries Commission (NLC),Lease of office space for Kzn Office for 5 years,Anvil Property Smith,"R22 371 462,78",Urgent Procurement,2024/06/19,2024/07/01,2029/07/31,Reported,2024/06/19,2024/07/01,2029/07/31,Reported,,
97,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Fish Hake,Mmathole Trading (Pty) Ltd,"R243 500,00",No contract in place,2024/05/03,2024/05/03,2024/07/02,Reported,2024/05/03,2024/05/03,2024/07/02,Reported,,
98,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Beef Forequarter,We Go Big Enterprise (Pty) Ltd,"R498 225,00",No contract in place,2024/05/03,2024/05/03,2024/07/02,Reported,2024/05/03,2024/05/03,2024/07/02,Reported,,
99,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Groceries (Maize Rice),Marate (Pty) Ltd,"R34 860,00",No contract in place,2024/05/06,2024/05/06,2024/07/05,Reported,2024/05/06,2024/05/06,2024/07/05,Reported,,
100,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Groceris (Gounded Coffee And Peanut Butter),Renda Food Wholesalers (Pty) Ltd,"R42 270,00",No contract in place,2024/05/07,2024/05/07,2024/07/06,Reported,2024/05/07,2024/05/07,2024/07/06,Reported,,
101,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Groceries (Vinegar And Cake Flour),Tikowa Projects (Pty) Ltd,"R6 535,00",No contract in place,2024/05/07,2024/05/07,2024/07/06,Reported,2024/05/07,2024/05/07,2024/07/06,Reported,,
102,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Chicken (Poultry),Widebrains Consulting (Pty) Ltd,"R347 136,00",No contract in place,2024/05/09,2024/05/09,2024/07/08,Reported,2024/05/09,2024/05/09,2024/07/08,Reported,,
103,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Groceries ( Yellow Margarine, Skim Milk, Samp And Salt )",Thilinde Holdings,"R34 743,00",No contract in place,2024/05/09,2024/05/09,2024/07/08,Reported,2024/05/09,2024/05/09,2024/07/08,Reported,,
104,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Groceries (Curry Powder,Sugar ,Powder Cold Drik,Rooibos Tea,Maize Meal,Powder
Soup,Jam,Cooking Oil, Brown Sugar,Gravy Powder ,Oats, Mabele, Syrup And Whey Powder Milk",Ebony Foods (Pty) Ltd,"R565 565,00",No contract in place,2024/05/13,2024/05/13,2024/07/12,Reported,2024/05/13,2024/05/13,2024/07/12,Reported,,
105,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Groceries (Maize Ric,Yellow Margarine, Jam Assorted, Salt,Vinegar,Bbq Spice, Chicken Spice
Golden Syrup And Cooking Oil)",Muzirams Holdings (Pty) Ltd,"R336 535,00",No contract in place,2024/05/28,2024/05/28,2024/07/27,Reported,2024/05/28,2024/05/28,2024/07/27,Reported,,
106,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Groceries (Maize Rice, Samp, Oats, Maltabella, Powder Milk, Powder Drink ,Powder Soup, Smooth
Peanut Butter And Curry Powder",Sparklehouse Cleaning Co (Pty) Ltd,"R407 725,00",No contract in place,2024/05/28,2024/05/28,2024/07/27,Reported,2024/05/28,2024/05/28,2024/07/27,Reported,,
107,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Cleaning Material,Lekang Projects,"R985 000,00",No contract in place,2024/04/23,2024/05/16,2024/06/05,Reported,2024/04/23,2024/05/16,2024/06/05,Reported,,
108,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Beef,Mahumo Kamoka,"R693 000,00",No contract in place,2024/05/28,2024/05/28,2024/06/28,Reported,2024/05/28,2024/05/28,2024/06/28,Reported,,
109,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Brown Bread,Shambaland Trading Enterprise,"R8 991 400,00",No contract in place,2024/05/22,2024/05/22,2024/05/24,Reported,2024/05/22,2024/05/22,2024/05/24,Reported,,
110,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Bakery Ingrediates,Winners Catering,"R110 000,00",No contract in place,2024/05/20,2024/05/21,2024/06/21,Reported,2024/05/20,2024/05/21,2024/06/21,Reported,,
111,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Grocery,Indalo Africa,"R71 450,00",No contract in place,2024/05/17,2024/05/31,2024/07/31,Reported,2024/05/17,2024/05/31,2024/07/31,Reported,,
112,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Perishable,Ramesh,"R994 280,00",No contract in place,2024/05/30,2024/05/31,2024/07/31,Reported,2024/05/30,2024/05/31,2024/07/31,Reported,,
113,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Bread,Brown",Bruno Jnr Enterprise,"R55 554,88",No contract in place,2024/04/15,2024/04/16,2024/06/04,Reported,2024/04/15,2024/04/16,2024/06/04,Reported,,
114,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Banana,Equity Ventures,"R13 485,00",No contract in place,2024/04/18,2024/04/18,2024/04/18,Reported,2024/04/18,2024/04/18,2024/04/18,Reported,,
115,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Pear,Equity Ventures,"R20 215,00",No contract in place,2024/04/18,2024/04/18,2024/04/18,Reported,2024/04/18,2024/04/18,2024/04/18,Reported,,
116,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Apple,Equity Ventures,"R13 475,00",No contract in place,2024/04/18,2024/04/18,2024/04/18,Reported,2024/04/18,2024/04/18,2024/04/18,Reported,,
117,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Bread,Brown",Toro Ya Mafrika,"R74 480,00",No contract in place,2024/02/14,2024/02/16,2024/04/16,Reported,2024/02/14,2024/02/16,2024/04/16,Reported,,
118,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Bread,Brown",Katlego Ephapha,"R31 920,00",No contract in place,2024/04/20,2024/04/20,2024/04/20,Reported,2024/04/20,2024/04/20,2024/04/20,Reported,,
119,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Bread,Brown",Bruno Jnr,"R39 369,60",No contract in place,2024/04/15,2024/04/17,2024/04/16,Reported,2024/04/15,2024/04/17,2024/04/16,Reported,,
120,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Fish Hake,Thabisa Consulting,"R37 432,00",No contract in place,2024/04/09,2024/04/09,2024/04/09,Reported,2024/04/09,2024/04/09,2024/04/09,Reported,,
121,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Bread,Brown",Toro Ya Mafrika,"R88 480,00",No contract in place,2024/02/14,2024/04/11,2024/04/11,Reported,2024/02/14,2024/04/11,2024/04/11,Reported,,
122,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Bread,Brown",Bruno Jnr Enterprise,"R81 814,95",No contract in place,2024/04/15,2024/04/16,2024/06/16,Reported,2024/04/15,2024/04/16,2024/06/16,Reported,,
123,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Bread,Brown",Bruno Jnr Enterprise,"R51 262,50",No contract in place,2024/04/15,2024/04/16,2024/06/16,Reported,2024/04/15,2024/04/16,2024/06/16,Reported,,
124,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Bread,Brown",Bruno Jnr Enterprise,"R73 818,00",No contract in place,2024/04/15,2024/04/16,2024/06/16,Reported,2024/04/15,2024/04/16,2024/06/16,Reported,,
125,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Maize Meal,Blackstar Trading,"R34 850,00",No contract in place,2024/04/15,2024/05/30,2024/05/30,Reported,2024/04/15,2024/05/30,2024/05/30,Reported,,
126,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Chicken,Lisham Group,"R34 528,00",No contract in place,2024/04/29,2024/05/06,2024/05/06,Reported,2024/04/29,2024/05/06,2024/05/06,Reported,,
127,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Brown Sugar,Best Enough Tradings,"R48 240,00",No contract in place,2024/04/30,2024/05/07,2024/05/07,Reported,2024/04/30,2024/05/07,2024/05/07,Reported,,
128,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Maize Meal,Mac 87 Holdings,"R49 700,00",No contract in place,2024/04/30,2024/05/07,2024/05/07,Reported,2024/04/30,2024/05/07,2024/05/07,Reported,,
129,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Potatoes,Seshelo,"R12 420,00",No contract in place,2024/05/02,2024/05/17,2024/05/17,Reported,2024/05/02,2024/05/17,2024/05/17,Reported,,
130,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Onion,Seshelo,"R26 460,00",No contract in place,2024/05/02,2024/05/17,2024/05/17,Reported,2024/05/02,2024/05/17,2024/05/17,Reported,,
131,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Cooking Oil,Lemoraba Trading,"R29 700,00",No contract in place,2024/05/05,2024/05/10,2024/05/21,Reported,2024/05/05,2024/05/10,2024/05/21,Reported,,
132,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Oatmeal 25Kg,Popa Logistics,"R49 980,00",No contract in place,2024/05/05,2024/05/17,2024/05/23,Reported,2024/05/05,2024/05/17,2024/05/23,Reported,,
133,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Soap, Liquid Dishwashing",Rakolo Trading,"R31 999,99",No contract in place,2024/05/06,2024/05/06,2024/05/06,Reported,2024/05/06,2024/05/06,2024/05/06,Reported,,
134,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Bread ,Brown,External",Runge Trading And Project,"R50 618,72",No contract in place,2024/05/02,2024/05/02,Once off delivery,Reported,2024/05/02,2024/05/02,Once off delivery,Reported,,
135,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Bread ,Brown,External",Runge Trading And Project,"R65 113,52",No contract in place,2024/05/02,2024/05/02,Once off delivery,Reported,2024/05/02,2024/05/02,Once off delivery,Reported,,
136,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Vinegar White,Zwiada Holdings,"R4 500,00",No contract in place,2024/05/10,2024/05/10,Once off delivery,Reported,2024/05/10,2024/05/10,Once off delivery,Reported,,
137,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Tomato Puree ,(Pasta)",Zwiada Holdings,"R10 000,00",No contract in place,2024/05/10,2024/05/10,Once off delivery,Reported,2024/05/10,2024/05/10,Once off delivery,Reported,,
138,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),"Flour ,Cake",Zwiada Holdings,"R10 000,00",No contract in place,2024/05/10,2024/05/10,Once off delivery,Reported,2024/05/10,2024/05/10,Once off delivery,Reported,,
139,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Maltabella,Fezishakes Holdings,"R29 000,00",No contract in place,2024/05/15,Once Off,Once Off,Reported,2024/05/15,Once Off,Once Off,Reported,,
140,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Margarine Yellow,Fezishakes Holdings,"R50 000,00",No contract in place,2024/05/15,Once Off,Once Off,Reported,2024/05/15,Once Off,Once Off,Reported,,
141,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Golden Syrup,Fezishakes Holdings,"R11 000,00",No contract in place,2024/05/15,Once Off,Once Off,Reported,2024/05/15,Once Off,Once Off,Reported,,
142,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Sugar Beans,Fezishakes Holdings,"R43 400,00",No contract in place,2024/05/15,Once Off,Once Off,Reported,2024/05/15,Once Off,Once Off,Reported,,
143,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Powder Fruit Drink,Fezishakes Holdings,"R31 000,00",No contract in place,2024/05/15,Once Off,Once Off,Reported,2024/05/15,Once Off,Once Off,Reported,,
144,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Curry Powder,Fezishakes Holdings,"R4 725,00",No contract in place,2024/05/15,Once Off,Once Off,Reported,2024/05/15,Once Off,Once Off,Reported,,
145,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Brown Sugar,Paulinah Mbali Trading And Projects,"R76 500,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
146,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Oats Meal,Paulinah Mbali Trading And Projects,"R57 734,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
147,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Cooking Oil,Paulinah Mbali Trading And Projects,"R33 000,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
148,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Full Cream Milk Powder,Paulinah Mbali Trading And Projects,"R118 000,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
149,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Soup Powder Assorted,Paulinah Mbali Trading And Projects,"R15 000,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
150,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Super Maize Meal,Paulinah Mbali Trading And Projects,"R107 000,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
151,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Peanut Butter,Paulinah Mbali Trading And Projects,"R61 000,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
152,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Maize Rice,Paulinah Mbali Trading And Projects,"R14 000,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
153,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Jam Assorted,Paulinah Mbali Trading And Projects,"R10 471,15",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
154,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Beef,Pitbull Empire,"R292 000,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
155,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Apples,Pitbull Empire,"R67 960,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
156,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Chicken,Shm Trading And Projects,"R265 000,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
157,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Fish Hake,Shm Trading And Projects,"R165 000,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
158,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Bleach,Let His Love Lead,"R21 000,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
159,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Dishwashing Liquid,Let His Love Lead,"R36 000,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
160,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Disinfectant Liquid,Mcebobesive (Pty) Ltd,"R29 940,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
161,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Floor Polish,Mcebobesive (Pty) Ltd,"R86 550,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
162,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Green Bar Soap,Mcebobesive (Pty) Ltd,"R120 480,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
163,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Air Freshner,Mcebobesive (Pty) Ltd,"R53 980,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
164,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Pine Gel,Azampumelelo,"R78 000,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
165,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Jays Fluid,Azampumelelo,"R82 400,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
166,Q2 2024/25,2024/06/26,Department of Correctional Services (DCS),Deo-Blocks,Azampumelelo,"R35 600,00",No contract in place,2024/05/16,Once Off,Once Off,Reported,2024/05/16,Once Off,Once Off,Reported,,
